Chromosome,Bin,geneDensity
BhD4,27400001-27425000,0.5754
BhD4,27425001-27450000,0.53428
BhD4,27450001-27475000,0.53328
BhD4,27475001-27500000,0.23068
BhD4,27500001-27525000,0.26996
BhD4,27525001-27550000,0.19164
BhD4,27550001-27575000,0.24452
BhD4,27575001-27600000,0.3782
BhD4,27600001-27625000,0.43068
BhD4,27625001-27650000,0.33132
BhD4,27650001-27675000,0.23944
BhD4,27675001-27700000,0.33876
BhD4,27700001-27725000,0.20084
BhD4,27725001-27750000,0.44148
BhD4,27750001-27775000,0.448
BhD4,27775001-27800000,0.47772
BhD4,27800001-27825000,0.37508
BhD4,27825001-27850000,0.1978
BhD4,27850001-27875000,0.0616
BhD4,27875001-27900000,0.00576
BhD4,27900001-27925000,0.03108
BhD4,27925001-27950000,0.0096
BhD4,27950001-27975000,0.19696
BhD4,27975001-28000000,0.70688
BhD4,28000001-28025000,0.2548
BhD4,28025001-28050000,0.6652
BhD4,28050001-28075000,0.635
BhD4,28075001-28100000,0.11832
BhD4,28100001-28125000,0.2002
BhD4,28125001-28150000,0.02532
BhD4,28150001-28175000,0.197
BhD4,28175001-28200000,0.1668
BhD4,28200001-28225000,0.01252
BhD4,28225001-28250000,0.02208
BhD4,28250001-28275000,0.24232
BhD4,28275001-28300000,0.62504
BhD4,28300001-28325000,0.55608
BhD4,28325001-28350000,0.26816
BhD4,28350001-28375000,0.2414
BhD4,28375001-28400000,0.20152
BhD4,28400001-28425000,0.0452
BhD4,28425001-28450000,0.27112
BhD4,28450001-28475000,0.57016
BhD4,28475001-28500000,0.39968
BhD4,28500001-28525000,0.29452
BhD4,28525001-28550000,0.68076
BhD4,28550001-28575000,0.22404
BhD4,28575001-28600000,0.4772
BhD4,28600001-28625000,0.39648
BhD4,28625001-28650000,0.15236
BhD4,28650001-28675000,0.34764
BhD4,28675001-28700000,0.47452
BhD4,28700001-28725000,0.22076
BhD4,28725001-28750000,0.28012
BhD4,28750001-28775000,0.19136
BhD4,28775001-28800000,0.101
BhD4,28800001-28825000,0.12952
BhD4,28825001-28850000,0.1268
BhD4,28850001-28875000,0.05288
BhD4,28875001-28900000,0
BhD4,28900001-28925000,0.23236
BhD4,28925001-28950000,0.3636
BhD4,28950001-28975000,0.6352
BhD4,28975001-29000000,0.53732
BhD4,29000001-29025000,0.68104
BhD4,29025001-29050000,0.11268
BhD4,29050001-29075000,0.13988
BhD4,29075001-29100000,0.17372
BhD4,29100001-29125000,0.28308
BhD4,29125001-29150000,0.45252
BhD4,29150001-29175000,0.61228
BhD4,29175001-29200000,0.55208
BhD4,29200001-29225000,0.96716
BhD4,29225001-29250000,0.39884
BhD4,29250001-29275000,0.163
BhD4,29275001-29300000,0.51916
BhD4,29300001-29325000,0.43124
BhD4,29325001-29350000,0.56816
BhD4,29350001-29375000,0.6818
BhD4,29375001-29400000,0.56712
BhD4,29400001-29425000,0.16368
BhD4,29425001-29450000,0.54012
BhD4,29450001-29475000,0.18232
BhD4,29475001-29500000,0.051
BhD4,29500001-29525000,0.19184
BhD4,29525001-29550000,0.21484
BhD4,29550001-29575000,0.45888
BhD4,29575001-29600000,0.06552
BhD4,29600001-29625000,0.01264
BhD4,29625001-29650000,0.0108
BhD4,29650001-29675000,0.05688
BhD4,29675001-29700000,0.0802
BhD4,29700001-29725000,0
BhD4,29725001-29750000,0.11656
BhD4,29750001-29775000,0.70444
BhD4,29775001-29800000,0.17252
BhD4,29800001-29825000,0.06148
BhD4,29825001-29850000,0.07692
BhD4,29850001-29875000,0.03728
BhD4,29875001-29900000,0
BhD4,29900001-29925000,0
BhD4,29925001-29950000,0.26548
BhD4,29950001-29975000,0
BhD4,29975001-30000000,0
BhD4,30000001-30025000,0.06368
BhD4,30025001-30050000,0.2534
BhD4,30050001-30075000,0.50136
BhD4,30075001-30100000,0.77348
BhD4,30100001-30125000,0.67532
BhD4,30125001-30150000,0.70764
BhD4,30150001-30175000,0.25484
BhD4,30175001-30200000,0.54992
BhD4,30200001-30225000,0.52364
BhD4,30225001-30250000,0.05132
BhD4,30250001-30275000,0.11784
BhD4,30275001-30300000,0.32348
BhD4,30300001-30325000,0.27404
BhD4,30325001-30350000,0.567
BhD4,30350001-30375000,0.16752
BhD4,30375001-30400000,0.1384
BhD4,30400001-30425000,0.58476
BhD4,30425001-30450000,0.4318
BhD4,30450001-30475000,0.71208
BhD4,30475001-30500000,0.49108
BhD4,30500001-30525000,0.5804
BhD4,30525001-30550000,0.54272
BhD4,30550001-30575000,0.17972
BhD4,30575001-30600000,0.26524
BhD4,30600001-30625000,0.4452
BhD4,30625001-30650000,0.30124
BhD4,30650001-30675000,0.49488
BhD4,30675001-30700000,0.70188
BhD4,30700001-30725000,0.61808
BhD4,30725001-30750000,0.79748
BhD4,30750001-30775000,0.89376
BhD4,30775001-30800000,0.6398
BhD4,30800001-30825000,0.81756
BhD4,30825001-30850000,0.65008
BhD4,30850001-30875000,0.86236
BhD4,30875001-30900000,0.62212
BhD4,30900001-30925000,0.6508
BhD4,30925001-30950000,0.55404
BhD4,30950001-30975000,0.43812
BhD4,30975001-31000000,0.73972
BhD4,31000001-31025000,0.75124
BhD4,31025001-31050000,0.7512
BhD4,31050001-31075000,0.58016
BhD4,31075001-31100000,0.25196
BhD4,31100001-31125000,0.42036
BhD4,31125001-31150000,0.59316
BhD4,31150001-31175000,0.36416
BhD4,31175001-31200000,0.52304
BhD4,31200001-31225000,0.40092
BhD4,31225001-31250000,0.15792
BhD4,31250001-31275000,0.53112
BhD4,31275001-31300000,0.42404
BhD4,31300001-31325000,0.5082
BhD4,31325001-31350000,0.54112
BhD4,31350001-31375000,0.10492
BhD4,31375001-31400000,0.5234
BhD4,31400001-31425000,0.42748
BhD4,31425001-31450000,0.60144
BhD4,31450001-31475000,0.29624
BhD4,31475001-31500000,0.23444
BhD4,31500001-31525000,0.40088
BhD4,31525001-31550000,0.22588
BhD4,31550001-31575000,0.28616
BhD4,31575001-31600000,0.59852
BhD4,31600001-31625000,0.3646
BhD4,31625001-31650000,0.31884
BhD4,31650001-31675000,0.51412
BhD4,31675001-31700000,0.45708
BhD4,31700001-31725000,0.31504
BhD4,31725001-31750000,0.61816
BhD4,31750001-31775000,0.47692
BhD4,31775001-31800000,0.333
BhD4,31800001-31825000,0.15252
BhD4,31825001-31850000,0.61784
BhD4,31850001-31875000,0.63668
BhD4,31875001-31900000,0.25072
BhD4,31900001-31925000,0.76676
BhD4,31925001-31950000,0.31508
BhD4,31950001-31975000,0.23976
BhD4,31975001-32000000,0.01088
BhD4,32000001-32025000,0.21136
BhD4,32025001-32050000,0.11832
BhD4,32050001-32075000,0.59204
BhD4,32075001-32100000,0.2148
BhD4,32100001-32125000,0.6848
BhD4,32125001-32150000,0.11984
BhD4,32150001-32175000,0.20268
BhD4,32175001-32200000,0.52064
BhD4,32200001-32225000,0.17868
BhD4,32225001-32250000,0.17884
BhD4,32250001-32275000,0.05572
BhD4,32275001-32300000,0.39232
BhD4,32300001-32325000,0.0712
BhD4,32325001-32350000,0.51368
BhD4,32350001-32375000,0.47744
BhD4,32375001-32400000,0.07584
BhD4,32400001-32425000,0
BhD4,32425001-32450000,0
BhD4,32450001-32475000,0.05244
BhD4,32475001-32500000,0.05764
BhD4,32500001-32525000,0.26496
BhD4,32525001-32550000,0.488
BhD4,32550001-32575000,0.258
BhD4,32575001-32600000,0.33936
BhD4,32600001-32625000,0.72364
BhD4,32625001-32650000,0.19472
BhD4,32650001-32675000,0.15868
BhD4,32675001-32700000,0.36892
BhD4,32700001-32725000,0
BhD4,32725001-32750000,0
BhD4,32750001-32775000,0.18028
BhD4,32775001-32800000,0.27072
BhD4,32800001-32825000,0.03028
BhD4,32825001-32850000,0
BhD4,32850001-32875000,0.08388
BhD4,32875001-32900000,0.03488
BhD4,32900001-32925000,0.09672
BhD4,32925001-32950000,0.16584
BhD4,32950001-32975000,0.45836
BhD4,32975001-33000000,0.49048
BhD4,33000001-33025000,0.90588
BhD4,33025001-33050000,0.35796
BhD4,33050001-33075000,0.25828
BhD4,33075001-33100000,0.08396
BhD4,33100001-33125000,0.40588
BhD4,33125001-33150000,0.32424
BhD4,33150001-33175000,0.45352
BhD4,33175001-33200000,0.24508
BhD4,33200001-33225000,0.1614
BhD4,33225001-33250000,0.15
BhD4,33250001-33275000,0.60404
BhD4,33275001-33300000,0.46452
BhD4,33300001-33325000,0.13576
BhD4,33325001-33350000,0.5834
BhD4,33350001-33375000,0.26212
BhD4,33375001-33400000,0.46968
BhD4,33400001-33425000,0.35672
BhD4,33425001-33450000,0.45608
BhD4,33450001-33475000,0.31056
BhD4,33475001-33500000,0.12176
BhD4,33500001-33525000,0.60876
BhD4,33525001-33550000,0.57504
BhD4,33550001-33575000,0.50324
BhD4,33575001-33600000,0.66092
BhD4,33600001-33625000,0.1742
BhD4,33625001-33650000,0.196
BhD4,33650001-33675000,0.55296
BhD4,33675001-33700000,0.22012
BhD4,33700001-33725000,0.85076
BhD4,33725001-33750000,0.76912
BhD4,33750001-33775000,0.48276
BhD4,33775001-33800000,0.49928
BhD4,33800001-33825000,0.51728
BhD4,33825001-33850000,0.21704
BhD4,33850001-33875000,0.0798
BhD4,33875001-33900000,0.19668
BhD4,33900001-33925000,0.15752
BhD4,33925001-33950000,0.10132
BhD4,33950001-33975000,0.17392
BhD4,33975001-34000000,0.43784
BhD4,34000001-34025000,0.29512
BhD4,34025001-34050000,0.25916
BhD4,34050001-34075000,0.47228
BhD4,34075001-34100000,0.56368
BhD4,34100001-34125000,0.35216
BhD4,34125001-34150000,0.30696
BhD4,34150001-34175000,0.47916
BhD4,34175001-34200000,0.21084
BhD4,34200001-34225000,0.41768
BhD4,34225001-34250000,0.39876
BhD4,34250001-34275000,0.56928
BhD4,34275001-34300000,0.32924
BhD4,34300001-34325000,0.35296
BhD4,34325001-34350000,0.7208
BhD4,34350001-34375000,0.07928
BhD4,34375001-34400000,0.165
BhD4,34400001-34425000,0.6054
BhD4,34425001-34450000,0.18404
BhD4,34450001-34475000,0.1884
BhD4,34475001-34500000,0.3116
BhD4,34500001-34525000,0.49468
BhD4,34525001-34550000,0.5646
BhD4,34550001-34575000,0.45896
BhD4,34575001-34600000,0.16508
BhD4,34600001-34625000,0.30564
BhD4,34625001-34650000,0.19404
BhD4,34650001-34675000,0.30012
BhD4,34675001-34700000,0.3476
BhD4,34700001-34725000,0.0172
BhD4,34725001-34750000,0.30352
BhD4,34750001-34775000,0.18068
BhD4,34775001-34800000,0
BhD4,34800001-34825000,0
BhD4,34825001-34850000,0.3482
BhD4,34850001-34875000,0.43108
BhD4,34875001-34900000,0.48664
BhD4,34900001-34925000,0.29416
BhD4,34925001-34950000,0.66192
BhD4,34950001-34975000,0.17156
BhD4,34975001-35000000,0.16316
BhD4,35000001-35025000,0.62488
BhD4,35025001-35050000,0.47836
BhD4,35050001-35075000,0.49476
BhD4,35075001-35100000,0.59788
BhD4,35100001-35125000,0.90196
BhD4,35125001-35150000,0.02588
BhD4,35150001-35175000,0.05752
BhD4,35175001-35200000,0.14644
BhD4,35200001-35225000,0.5298
BhD4,35225001-35250000,0.41916
BhD4,35250001-35275000,0.09148
BhD4,35275001-35300000,0.23964
BhD4,35300001-35325000,0.63404
BhD4,35325001-35350000,0.36576
BhD4,35350001-35375000,0.28148
BhD4,35375001-35400000,0.2622
BhD4,35400001-35425000,0.04236
BhD4,35425001-35450000,0.48248
BhD4,35450001-35475000,0.35736
BhD4,35475001-35500000,0.31184
BhD4,35500001-35525000,0.29688
BhD4,35525001-35550000,0
BhD4,35550001-35575000,0.13696
BhD4,35575001-35600000,0.15432
BhD4,35600001-35625000,0.48844
BhD4,35625001-35650000,0.12224
BhD4,35650001-35675000,0.70428
BhD4,35675001-35700000,0.65876
BhD4,35700001-35725000,0.62616
BhD4,35725001-35750000,0.4984
BhD4,35750001-35775000,0.33112
BhD4,35775001-35800000,0.5136
BhD4,35800001-35825000,0.63444
BhD4,35825001-35850000,0.12424
BhD4,35850001-35875000,0.37772
BhD4,35875001-35900000,0.13592
BhD4,35900001-35925000,0.63028
BhD4,35925001-35950000,0.08456
BhD4,35950001-35975000,0.54508
BhD4,35975001-36000000,0.39348
BhD4,36000001-36025000,0.42148
BhD4,36025001-36050000,0.52268
BhD4,36050001-36075000,0.68904
BhD4,36075001-36100000,0.87544
BhD4,36100001-36125000,0.59036
BhD4,36125001-36150000,0.75352
BhD4,36150001-36175000,0.16956
BhD4,36175001-36200000,0.15716
BhD4,36200001-36225000,0.15492
BhD4,36225001-36250000,0.72972
BhD4,36250001-36275000,0.40816
BhD4,36275001-36300000,0.28264
BhD4,36300001-36325000,0.53644
BhD4,36325001-36350000,0.41296
BhD4,36350001-36375000,0.07948
BhD4,36375001-36400000,0.01872
BhD4,36400001-36425000,0.24188
BhD4,36425001-36450000,0.24472
BhD4,36450001-36475000,0.56896
BhD4,36475001-36500000,0.6678
BhD4,36500001-36525000,0.531
BhD4,36525001-36550000,0.53028
BhD4,36550001-36575000,0.45816
BhD4,36575001-36600000,0.30716
BhD4,36600001-36625000,0.63292
BhD4,36625001-36650000,0.4124
BhD4,36650001-36675000,0.239
BhD4,36675001-36700000,0.19592
BhD4,36700001-36725000,0.36096
BhD4,36725001-36750000,0.1704
BhD4,36750001-36775000,0.62456
BhD4,36775001-36800000,0.546
BhD4,36800001-36825000,0.382
BhD4,36825001-36850000,0.21128
BhD4,36850001-36875000,0.2958
BhD4,36875001-36900000,0.02112
BhD4,36900001-36925000,0.45132
BhD4,36925001-36950000,0.12512
BhD4,36950001-36975000,0.42288
BhD4,36975001-37000000,0.285
BhD4,37000001-37025000,0.18964
BhD4,37025001-37050000,0.20576
BhD4,37050001-37075000,0.02168
BhD4,37075001-37100000,0.5304
BhD4,37100001-37125000,0.13388
BhD4,37125001-37150000,0.44576
BhD4,37150001-37175000,0.3424
BhD4,37175001-37200000,0.5864
BhD4,37200001-37225000,0.2378
BhD4,37225001-37250000,0.54432
BhD4,37250001-37275000,0.61108
BhD4,37275001-37300000,0.57812
BhD4,37300001-37325000,0.16512
BhD4,37325001-37350000,0.18356
BhD4,37350001-37375000,0.262
BhD4,37375001-37400000,0.25808
BhD4,37400001-37425000,0.26352
BhD4,37425001-37450000,0.24336
BhD4,37450001-37475000,0.55112
BhD4,37475001-37500000,0.83952
BhD4,37500001-37525000,0.15872
BhD4,37525001-37550000,0.475
BhD4,37550001-37575000,0.43516
BhD4,37575001-37600000,0.49188
BhD4,37600001-37625000,0.29752
BhD4,37625001-37650000,0.30712
BhD4,37650001-37675000,0.27732
BhD4,37675001-37700000,0.56504
BhD4,37700001-37725000,0.72832
BhD4,37725001-37750000,0.24356
BhD4,37750001-37775000,0.13272
BhD4,37775001-37800000,0.16228
BhD4,37800001-37825000,0.34852
BhD4,37825001-37850000,0.31012
BhD4,37850001-37875000,0.25056
BhD4,37875001-37900000,0.6752
BhD4,37900001-37925000,0.13192
BhD4,37925001-37950000,0.11628
BhD4,37950001-37975000,0.18356
BhD4,37975001-38000000,0.25516
BhD4,38000001-38025000,0.31768
BhD4,38025001-38050000,0.45376
BhD4,38050001-38075000,0.19812
BhD4,38075001-38100000,0.1428
BhD4,38100001-38125000,0.3248
BhD4,38125001-38150000,0.37668
BhD4,38150001-38175000,0.32652
BhD4,38175001-38200000,0.37672
BhD4,38200001-38225000,0.43208
BhD4,38225001-38250000,0.33076
BhD4,38250001-38275000,0.05732
BhD4,38275001-38300000,0.27996
BhD4,38300001-38325000,0.55276
BhD4,38325001-38350000,0.44072
BhD4,38350001-38375000,0.84536
BhD4,38375001-38400000,0.52916
BhD4,38400001-38425000,0.3904
BhD4,38425001-38450000,0.32544
BhD4,38450001-38475000,0.58352
BhD4,38475001-38500000,0.44996
BhD4,38500001-38525000,0.41116
BhD4,38525001-38550000,0.43
BhD4,38550001-38575000,0.74184
BhD4,38575001-38600000,0.45356
BhD4,38600001-38625000,0.61372
BhD4,38625001-38650000,0
BhD4,38650001-38675000,0.0302
BhD4,38675001-38700000,0.6892
BhD4,38700001-38725000,0.5218
BhD4,38725001-38750000,0.30336
BhD4,38750001-38775000,0.26164
BhD4,38775001-38800000,0.2802
BhD4,38800001-38825000,0.5306
BhD4,38825001-38850000,0
BhD4,38850001-38875000,0.534
BhD4,38875001-38900000,0.22196
BhD4,38900001-38925000,0.16868
BhD4,38925001-38950000,0.26756
BhD4,38950001-38975000,0.65164
BhD4,38975001-39000000,0.67276
BhD4,39000001-39025000,0.77816
BhD4,39025001-39050000,0.34872
BhD4,39050001-39075000,0.45052
BhD4,39075001-39100000,0.39444
BhD4,39100001-39125000,0.45836
BhD4,39125001-39150000,0.49788
BhD4,39150001-39175000,0.16568
BhD4,39175001-39200000,0.4056
BhD4,39200001-39225000,0.49648
BhD4,39225001-39250000,0.607
BhD4,39250001-39275000,0.78124
BhD4,39275001-39300000,0.18056
BhD4,39300001-39325000,0.53132
BhD4,39325001-39350000,0.8526
BhD4,39350001-39375000,0.8526
BhD4,39375001-39400000,0.54808
BhD4,39400001-39425000,0.22404
BhD4,39425001-39450000,0.79564
BhD4,39450001-39475000,0.10676
BhD4,39475001-39500000,0.42124
BhD4,39500001-39525000,0.63096
BhD4,39525001-39550000,0.31824
BhD4,39550001-39575000,0.49668
BhD4,39575001-39600000,0.3054
BhD4,39600001-39625000,0.21648
BhD4,39625001-39650000,0.62688
BhD4,39650001-39675000,0.62912
BhD4,39675001-39700000,0.21364
BhD4,39700001-39725000,0.60604
BhD4,39725001-39750000,0.752
BhD4,39750001-39775000,0.62008
BhD4,39775001-39800000,0.48512
BhD4,39800001-39825000,0.32376
BhD4,39825001-39850000,0.57088
BhD4,39850001-39875000,0.14652
BhD4,39875001-39900000,0.61564
BhD4,39900001-39925000,0.74064
BhD4,39925001-39950000,0.14708
BhD4,39950001-39975000,0
BhD4,39975001-40000000,0.59844
BhD4,40000001-40025000,0.1854
BhD4,40025001-40050000,0.0202
BhD4,40050001-40075000,0.62672
BhD4,40075001-40100000,0.74464
BhD4,40100001-40125000,0.76328
BhD4,40125001-40150000,0.87544
BhD4,40150001-40175000,0.29784
BhD4,40175001-40200000,0.73164
BhD4,40200001-40225000,0.48076
BhD4,40225001-40250000,0.54964
BhD4,40250001-40275000,0.74992
BhD4,40275001-40300000,0.69248
BhD4,40300001-40325000,0.05656
BhD4,40325001-40350000,0.59304
BhD4,40350001-40375000,0.73732
BhD4,40375001-40400000,0.5012
BhD4,40400001-40425000,0.57732
BhD4,40425001-40450000,0.63248
BhD4,40450001-40475000,0.36348
BhD4,40475001-40500000,0.63196
BhD4,40500001-40525000,0.29576
BhD4,40525001-40550000,0.20312
BhD4,40550001-40575000,0.10812
BhD4,40575001-40600000,0.29884
BhD4,40600001-40625000,0.41512
BhD4,40625001-40650000,0.27648
BhD4,40650001-40675000,0.70524
BhD4,40675001-40700000,0.38868
BhD4,40700001-40725000,0.81604
BhD4,40725001-40750000,0.58256
BhD4,40750001-40775000,0.26688
BhD4,40775001-40800000,0.53308
BhD4,40800001-40825000,0.6622
BhD4,40825001-40850000,0.48288
BhD4,40850001-40875000,0.14116
BhD4,40875001-40900000,0.13836
BhD4,40900001-40925000,0.43704
BhD4,40925001-40950000,0.2304
BhD4,40950001-40975000,0.38012
BhD4,40975001-41000000,0.625
BhD4,41000001-41025000,0.6232
BhD4,41025001-41050000,0.51792
BhD4,41050001-41075000,0.5972
BhD4,41075001-41100000,0.45656
BhD4,41100001-41125000,0.63872
BhD4,41125001-41150000,0.69992
BhD4,41150001-41175000,0.46864
BhD4,41175001-41200000,0.10876
BhD4,41200001-41225000,0.61972
BhD4,41225001-41250000,0.50212
BhD4,41250001-41275000,0.36296
BhD4,41275001-41300000,0.65676
BhD4,41300001-41325000,0.75112
BhD4,41325001-41350000,0.55884
BhD4,41350001-41375000,0.3046
BhD4,41375001-41400000,0.29904
BhD4,41400001-41425000,0.14088
BhD4,41425001-41450000,0.36628
BhD4,41450001-41475000,0.33824
BhD4,41475001-41500000,0.61932
BhD4,41500001-41525000,0.20008
BhD4,41525001-41550000,0.45764
BhD4,41550001-41575000,0.10476
BhD4,41575001-41600000,0.23348
BhD4,41600001-41625000,0.22208
BhD4,41625001-41650000,0.98456
BhD4,41650001-41675000,0.6584
BhD4,41675001-41700000,0.273
BhD4,41700001-41725000,0.44744
BhD4,41725001-41750000,0.225
BhD4,41750001-41775000,0.60104
BhD4,41775001-41800000,0.31172
BhD4,41800001-41825000,0.18356
BhD4,41825001-41850000,0.28316
BhD4,41850001-41875000,0.44708
BhD4,41875001-41900000,0.60824
BhD4,41900001-41925000,0.39288
BhD4,41925001-41950000,0.2848
BhD4,41950001-41975000,0.3566
BhD4,41975001-42000000,0.36988
BhD4,42000001-42025000,0.46348
BhD4,42025001-42050000,0.5376
BhD4,42050001-42075000,0.37244
BhD4,42075001-42100000,0.52896
BhD4,42100001-42125000,0.54652
BhD4,42125001-42150000,0.40144
BhD4,42150001-42175000,0.59508
BhD4,42175001-42200000,0.50836
BhD4,42200001-42225000,0.28632
BhD4,42225001-42250000,0.60632
BhD4,42250001-42275000,0.75496
BhD4,42275001-42300000,0.60336
BhD4,42300001-42325000,0.10068
BhD4,42325001-42350000,0.15924
BhD4,42350001-42375000,0.7044
BhD4,42375001-42400000,0.64096
BhD4,42400001-42425000,0.62144
BhD4,42425001-42450000,0.51988
BhD4,42450001-42475000,0.36728
BhD4,42475001-42500000,0.54716
BhD4,42500001-42525000,0.81028
BhD4,42525001-42550000,0.86984
BhD4,42550001-42575000,0.9252
BhD4,42575001-42600000,0.57832
BhD4,42600001-42625000,0.48024
BhD4,42625001-42650000,0.62984
BhD4,42650001-42675000,0.192
BhD4,42675001-42700000,0
BhD4,42700001-42725000,0.17064
BhD4,42725001-42750000,0.65436
BhD4,42750001-42775000,0.53036
BhD4,42775001-42800000,0.71928
BhD4,42800001-42825000,0.24008
BhD4,42825001-42850000,0.50096
BhD4,42850001-42875000,0.644
BhD4,42875001-42900000,0.55432
BhD4,42900001-42925000,0.90648
BhD4,42925001-42950000,0.671
BhD4,42950001-42975000,0.63288
BhD4,42975001-43000000,0.69312
BhD4,43000001-43025000,0.61084
BhD4,43025001-43050000,0.58068
BhD4,43050001-43075000,0.72132
BhD4,43075001-43100000,0.62532
BhD4,43100001-43125000,0.43672
BhD4,43125001-43150000,0.81188
BhD4,43150001-43175000,0.68416
BhD4,43175001-43200000,0.59052
BhD4,43200001-43225000,0.593
BhD4,43225001-43250000,0.19068
BhD4,43250001-43275000,0.64164
BhD4,43275001-43300000,0.58856
BhD4,43300001-43325000,0.71004
BhD4,43325001-43350000,0.8986
BhD4,43350001-43375000,0.71472
BhD4,43375001-43400000,0.7936
BhD4,43400001-43425000,0.6518
BhD4,43425001-43450000,0.73436
BhD4,43450001-43475000,0.59372
BhD4,43475001-43500000,0.27664
BhD4,43500001-43525000,0.62728
BhD4,43525001-43550000,0.64932
BhD4,43550001-43575000,0.65412
BhD4,43575001-43600000,0.72836
BhD4,43600001-43625000,0.32604
BhD4,43625001-43650000,0.29768
BhD4,43650001-43675000,0.49564
BhD4,43675001-43700000,0.4524
BhD4,43700001-43725000,0.4488
BhD4,43725001-43750000,0.57444
BhD4,43750001-43775000,0.79736
BhD4,43775001-43800000,0.2008
BhD4,43800001-43825000,0.37408
BhD4,43825001-43850000,0.73616
BhD4,43850001-43875000,0.3402
BhD4,43875001-43900000,0.23924
BhD4,43900001-43925000,0.4666
BhD4,43925001-43950000,0.53044
BhD4,43950001-43975000,0.24764
BhD4,43975001-44000000,0.64648
BhD4,44000001-44025000,0.24436
BhD4,44025001-44050000,0.48644
BhD4,44050001-44075000,0.61036
BhD4,44075001-44100000,0.74412
BhD4,44100001-44125000,0.71636
BhD4,44125001-44150000,0.61512
BhD4,44150001-44175000,0.20476
BhD4,44175001-44200000,0.49016
BhD4,44200001-44225000,0.80584
BhD4,44225001-44250000,0.64596
BhD4,44250001-44275000,0.69772
BhD4,44275001-44300000,0.59256
BhD4,44300001-44325000,0
BhD4,44325001-44350000,0.54356
BhD4,44350001-44375000,0.67716
BhD4,44375001-44400000,0.4554
BhD4,44400001-44425000,0.2798
BhD4,44425001-44450000,0.68388
BhD4,44450001-44475000,0.40316
BhD4,44475001-44500000,0
BhD4,44500001-44525000,0.70848
BhD4,44525001-44550000,0.67924
BhD4,44550001-44575000,0.69852
BhD4,44575001-44600000,0.72924
BhD4,44600001-44625000,0.33536
BhD4,44625001-44650000,0.3736
BhD4,44650001-44675000,0.365
BhD4,44675001-44700000,0.575
BhD4,44700001-44725000,0.52356
BhD4,44725001-44750000,0.3818
BhD4,44750001-44775000,0.6304
BhD4,44775001-44800000,0.36196
BhD4,44800001-44825000,0.24972
BhD4,44825001-44850000,0.13328
